id,event_name,event_image,event_date_time,event_link
59,Shenson Salons: Bernal Hill Players,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101375788%2F153450533929%2F1%2Foriginal.20200519-203524?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C135%2C5274%2C2637&s=e3d2130d0b6644b7b7a04a18d90278d1,"Mon, Jun 1, 2020 6:30 PM MDT",https://www.eventbrite.com/e/shenson-salons-bernal-hill-players-tickets-105311080276?aff=ebdssbonlinesearch
60,LAMC2020,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99119294%2F200470713211%2F1%2Foriginal.20200420-220913?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=dd1d58d45ca032e1f2e0feca90d0850f,,https://www.eventbrite.com/e/lamc2020-registration-103160856900?aff=ebdssbonlinesearch
61,Prince DM40GB30 Virtual Symposium,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100594684%2F932588742%2F1%2Foriginal.20200509-224003?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C92%2C1920%2C960&s=ad5210438c2ca1f97f4c2a65188b3e09,"Fri, Jun 12, 2020 9:30 AM MDT",https://www.eventbrite.com/e/prince-dm40gb30-virtual-symposium-tickets-104846795588?aff=ebdssbonlinesearch
62,Kipyn Martin,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100321180%2F429311452134%2F1%2Foriginal.20200506-120508?w=500&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C41%2C500%2C250&s=ca60063dfbb6cbd66d78e7850427fbdb,"Thu, Jun 4, 2020 5:00 PM MDT",https://www.eventbrite.com/e/kipyn-martin-registration-104528319016?aff=ebdssbonlinesearch
63,FREE 45 minute Guitar Lesson for Beginners (Adults),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101222180%2F163123622865%2F1%2Foriginal.20200505-111045?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ed212b5e466959ec7df5cdd24076ff01,"Sat, Jun 13, 2020 1:00 PM MDT",https://www.eventbrite.ie/e/free-45-minute-guitar-lesson-for-beginners-adults-tickets-105774572594?aff=ebdssbonlinesearch
64,Aidan Martin - Singer/Songwriter Masterclass,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101569410%2F188519800345%2F1%2Foriginal.20200521-212423?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ff1fd5106e5148afdf4fc512fa90e25d,"Wed, Jun 3, 2020 10:00 AM MDT",https://www.eventbrite.com/e/aidan-martin-singersongwriter-masterclass-tickets-106129279532?aff=ebdssbonlinesearch
65,VCHOIR THAT FRIDAY FEELIN',https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101511098%2F443392232434%2F1%2Foriginal.20200521-084026?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C18%2C1640%2C820&s=d914b8ef720420bd79d561d12ac0cda8,"Fri, Jun 5, 2020 12:30 PM MDT + 16 more events",https://www.eventbrite.co.uk/e/vchoir-that-friday-feelin-tickets-105980199630?aff=ebdssbonlinesearch
66,Club de Fromage - Live Stream (Free),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100309954%2F420943651703%2F1%2Foriginal.20200506-085456?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C6%2C670%2C335&s=58e462dfb98aa21fec49c82ada5dc7ea,"Sat, Jun 6, 2020 12:30 PM MDT",https://www.eventbrite.co.uk/e/club-de-fromage-live-stream-free-tickets-104518214794?aff=ebdssbonlinesearch
67,Mr. Brunch Virtual Weekend Brunch & Day Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100083352%2F423776495767%2F1%2Foriginal.20200503-215247?w=500&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C500%2C250&s=3ac8383309a6c2816f9b358ee68b973f,"Sun, Jun 7, 2020 11:00 AM MDT + 8 more events",https://www.eventbrite.com/e/mr-brunch-virtual-weekend-brunch-day-party-tickets-104256056672?aff=ebdssbonlinesearch
68,"Virtual Harmony, Session 5: With A Little Help From My Friends - FREE EVENT",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102062472%2F444340475998%2F1%2Foriginal.20200528-102526?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C604%2C302&s=e70d9e7d7f38a85a3257546e3f0b86d5,"Thu, Jun 4, 2020 10:00 AM MDT",https://www.eventbrite.com/e/virtual-harmony-session-5-with-a-little-help-from-my-friends-free-event-tickets-107061220994?aff=ebdssbonlinesearch
69,Copy of ZIAM WORLD TOUR,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100178270%2F444613316606%2F1%2Foriginal.20200504-224239?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C183%2C748%2C374&s=2217bcbd75802adc6c632d26a350823a,"Sun, Jun 14, 2020 12:00 PM MDT",https://www.eventbrite.co.uk/e/copy-of-ziam-world-tour-tickets-104373221114?aff=ebdssbonlinesearch
70,The Songwriter and the Virus - Here is the Money!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100543268%2F32402242021%2F1%2Foriginal.20200324-141734?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=0fcd713966b4d08ebfdc5dc8984ca48e,"Thu, Jun 11, 2020 12:00 PM MDT",https://www.eventbrite.ca/e/the-songwriter-and-the-virus-here-is-the-money-tickets-106798120052?aff=ebdssbonlinesearch
71,Virtual Tuesday Night Record Club - Matthew Sweet: Girlfriend,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100367362%2F432612668010%2F1%2Foriginal.20200330-164257?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C812%2C406&s=afdfbf881b0665b856beb112ac30a8d5,"Tue, Jun 16, 2020 5:30 PM MDT",https://www.eventbrite.com/e/virtual-tuesday-night-record-club-matthew-sweet-girlfriend-tickets-104792390862?aff=ebdssbonlinesearch
72,Live! At Mariano's!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102301120%2F444806640466%2F1%2Foriginal.20200531-194617?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C3%2C564%2C282&s=4a67c8b958673cdbe58f08f2d0d474f8,"Fri, Jun 19, 2020 5:00 PM MDT",https://www.eventbrite.com/e/live-at-marianos-tickets-104572595448?aff=ebdssbonlinesearch
73,One Direction Quiz,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100367216%2F432612668010%2F1%2Foriginal.20200330-164257?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C812%2C406&s=5c4ec92e3b65ebc81bc8c01f73f54c51,"Sat, Jun 6, 2020 12:00 PM MDT",https://www.eventbrite.com/e/one-direction-quiz-tickets-107452409048?aff=ebdssbonlinesearch
74,Live! At Mariano's!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102131982%2F398473643019%2F1%2Foriginal.20200528-230658?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C200%2C2400%2C1200&s=11848dbe002e3deaf75b99311c352c90,"Fri, Jun 12, 2020 5:00 PM MDT",https://www.eventbrite.com/e/live-at-marianos-tickets-104572563352?aff=ebdssbonlinesearch
75,In Session: Pride - Navigating and Celebrating Life as an LGBTQ+ Artist,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102212826%2F308266986826%2F1%2Foriginal.20200529-204516?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=82a16ae8a8fc6d9b93945865e0b908e0,"Thu, Jun 11, 2020 11:00 AM MDT",https://www.eventbrite.com/e/in-session-pride-navigating-and-celebrating-life-as-an-lgbtq-artist-tickets-106139598396?aff=ebdssbonlinesearch
76,Songwriting for Teens,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101889160%2F396717412865%2F1%2Foriginal.20200526-170448?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C208%2C11520%2C5760&s=9c513b61cd4d2548c85842abfd497940,"Thu, Jun 11, 2020 7:00 PM MDT",https://www.eventbrite.ca/e/songwriting-for-teens-registration-107273684478?aff=ebdssbonlinesearch
77,Live! At Mariano's!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100367608%2F432612668010%2F1%2Foriginal.20200330-164257?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C812%2C406&s=c98291ae2176bdc2ab22bececac344dd,"Fri, Jun 26, 2020 5:00 PM MDT",https://www.eventbrite.com/e/live-at-marianos-tickets-104572707784?aff=ebdssbonlinesearch
78,Intimately Jazzy on Facebook Live,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100584166%2F147226851996%2F1%2Foriginal.20200509-172637?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C80%2C1920%2C960&s=d6ed859208502493b12f6cf19e05d428,"Sun, Jun 7, 2020 5:00 PM MDT + 3 more events",https://www.eventbrite.com/e/intimately-jazzy-on-facebook-live-tickets-104838304190?aff=ebdssbonlinesearch
79,Live! At Mariano's!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100367012%2F432612668010%2F1%2Foriginal.20200330-164257?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C812%2C406&s=39901ba5a674aeefd56765e9e91655d4,"Fri, Jun 5, 2020 5:00 PM MDT",https://www.eventbrite.com/e/live-at-marianos-tickets-104572312602?aff=ebdssbonlinesearch
80,The Tenebrae Effect with Nigel Short (04.06.20),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102066190%2F300189572971%2F1%2Foriginal.20200527-122618?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C126%2C5568%2C2784&s=70d2b04cb66241d54214129491606cf1,"Thu, Jun 4, 2020 11:00 AM MDT",https://www.eventbrite.co.uk/e/the-tenebrae-effect-with-nigel-short-040620-tickets-107072773548?aff=ebdssbonlinesearch
81,FREE Taster Virtual Singing Session!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100523654%2F350306653871%2F1%2Foriginal.20200508-154921?w=320&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C320%2C160&s=ee9ca03eb723a165ab315f7cdc8e3ade,"Mon, Jun 1, 2020 7:00 AM MDT + 4 more events",https://www.eventbrite.co.uk/e/free-taster-virtual-singing-session-tickets-104773993836?aff=ebdssbonlinesearch
82,Beyond the music: creating and managing the artist messaging,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99200496%2F321266268259%2F1%2Foriginal.20200420-150212?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C539%2C1080%2C540&s=ee2233dc7a8eedf0b971ad1ef284c76a,"Thu, Jun 4, 2020 11:30 AM MDT",https://www.eventbrite.co.uk/e/beyond-the-music-creating-and-managing-the-artist-messaging-tickets-103271734538?aff=ebdssbonlinesearch
83,"Shenson Salons: Christopher Basso, Beethoven piano works",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101008278%2F153450533929%2F1%2Foriginal.20200514-201227?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C275%2C1536%2C768&s=f299c57bf00c63becc5a2c089e7d15c5,"Wed, Jun 3, 2020 6:30 PM MDT",https://www.eventbrite.com/e/shenson-salons-christopher-basso-beethoven-piano-works-tickets-105448517354?aff=ebdssbonlinesearch
84,Da Link Up,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102266246%2F132607167590%2F1%2Foriginal.20200530-230950?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C161%2C1080%2C540&s=389bc796665ba915604949702a6e3f75,"Sun, Jun 7, 2020 11:00 AM MDT + 19 more events",https://www.eventbrite.com/e/da-link-up-tickets-107385226102?aff=ebdssbonlinesearch
85,Couch Singers,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100157252%2F435207024264%2F1%2Foriginal.20200413-184600?w=374&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C374%2C187&s=b517320f3c1836d375d2f0f7557efcd0,"Fri, Jun 5, 2020 2:00 PM MDT + 5 more events",https://www.eventbrite.com/e/couch-singers-tickets-104357090868?aff=ebdssbonlinesearch
86,Wide Awake 2020,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101892280%2F449023036068%2F1%2Foriginal.20200526-173427?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=375%2C0%2C1260%2C630&s=01665780c63db5fe4a6c3f07c287c8f5,"Thu, Jun 4, 2020 7:00 PM MDT",https://www.eventbrite.com/e/wide-awake-2020-tickets-106773470324?aff=ebdssbonlinesearch
87,MUSICAL MUSINGS AND ROCK ‘N’ ROLL: A Conversation with Jonatha Brooke,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101939684%2F235713061780%2F1%2Foriginal.20200527-033123?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ce575748b6431e83cd9d295e762e09a4,"Tue, Jun 16, 2020 1:00 PM MDT",https://www.eventbrite.com/e/musical-musings-and-rock-n-roll-a-conversation-with-jonatha-brooke-tickets-106872287890?aff=ebdssbonlinesearch
88,"Meet Phelan Kane ""Max For Live """,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102073716%2F394700333459%2F1%2Foriginal.20200528-132644?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C120%2C1342%2C671&s=95dbe915ae10ca0368ddf17aa8a98eb5,"Wed, Jun 3, 2020 11:00 AM MDT",https://www.eventbrite.com/e/meet-phelan-kane-max-for-live-tickets-107083607954?aff=ebdssbonlinesearch
89,Christina Macdonald  - Talent Scout Masterclass,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101989876%2F188519800345%2F1%2Foriginal.20200527-155053?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1600%2C800&s=431c071d18f420de8aeb58197e6c63fc,"Wed, Jun 10, 2020 10:00 AM MDT",https://www.eventbrite.com/e/christina-macdonald-talent-scout-masterclass-tickets-106955570992?aff=ebdssbonlinesearch
90,Bloomingdale School Music's 20th Annual PERFORMATHON Live Concert,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101552516%2F318126593309%2F1%2Foriginal.20200521-181155?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C5692%2C2846&s=dc0ef3b9380e30664ec0463f11971a06,"Sat, Jun 6, 2020 4:00 PM MDT",https://www.eventbrite.com/e/bloomingdale-school-musics-20th-annual-performathon-live-concert-tickets-106251521160?aff=ebdssbonlinesearch
91,Natural State Pres: THE CLUB LIVE! V3.0,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102133494%2F440125699652%2F1%2Foriginal.20200528-233356?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=4%2C0%2C2150%2C1075&s=910bd463f1d28a87f9ce536ee3202f53,"Sat, Jun 6, 2020 7:00 PM MDT",https://www.eventbrite.com/e/natural-state-pres-the-club-live-v30-tickets-107030019670?aff=ebdssbonlinesearch
92,Ziam World Tour,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100171966%2F444613316606%2F1%2Foriginal.20200504-214645?w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C3%2C450%2C225&s=d8d7f971bd38a8ebc68587a1b024f97f,"Wed, Jun 3, 2020 11:00 AM MDT",https://www.eventbrite.co.uk/e/ziam-world-tour-tickets-104368589260?aff=ebdssbonlinesearch
93,ORCA and Pilot: Live Coding for Electronic Music,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102172588%2F441061466486%2F1%2Foriginal.20200519-182611?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=e1251a3956656a376205dab45e7839c7,"Fri, Jun 12, 2020 2:00 PM MDT",https://www.eventbrite.ca/e/orca-and-pilot-live-coding-for-electronic-music-tickets-107218716066?aff=ebdssbonlinesearch
94,Studio One E-Meetup - Texas,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101995762%2F394349222769%2F1%2Foriginal.20200527-172934?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=2e14534366aa89e4779a14aa819ec47b,"Fri, Jun 5, 2020 6:00 PM MDT",https://www.eventbrite.com/e/studio-one-e-meetup-texas-tickets-106968399362?aff=ebdssbonlinesearch
95,Wiparat,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100563494%2F285785591993%2F1%2Foriginal.20200509-020203?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C80%2C2560%2C1280&s=49f4d05f76ea6f90b978a6f846f1b308,"Fri, Jun 12, 2020 10:00 AM MDT",https://www.eventbrite.sg/e/wiparat-tickets-104224022858?aff=ebdssbonlinesearch
96,"Shenson Salons: Michael Long, violin",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101005000%2F153450533929%2F1%2Foriginal.20200514-194151?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C69%2C958%2C479&s=90df968f550a05dc0c57e4858bfd87be,"Tue, Jun 2, 2020 6:30 PM MDT",https://www.eventbrite.com/e/shenson-salons-michael-long-violin-tickets-105444848380?aff=ebdssbonlinesearch
97,Soulful Sundays IG Live Open Mic,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99446060%2F68964867283%2F1%2Foriginal.20200424-173319?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=d590319b1378cf30f4b2ef4033ada465,"Sun, Jun 7, 2020 3:00 PM MDT + 1 more event",https://www.eventbrite.com/e/soulful-sundays-ig-live-open-mic-tickets-103535533568?aff=ebdssbonlinesearch
98,Proud Mary Artist Series with NEO 10Y,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102003608%2F275651862991%2F1%2Foriginal.20200527-184521?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C21%2C794%2C397&s=10e59d25d7c6a770a166afc5a4f3f276,"Thu, Jun 4, 2020 5:00 PM MDT",https://www.eventbrite.com/e/proud-mary-artist-series-with-neo-10y-tickets-106966377314?aff=ebdssbonlinesearch
99,"Shenson Salons: Larry Dunn & Anne Carol Mitchell, CMC songwriters",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100999826%2F153450533929%2F1%2Foriginal.20200514-184847?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C1920%2C960&s=5bf8b34fa3ec4a092d8252ab0d18bd34,"Thu, Jun 4, 2020 6:30 PM MDT",https://www.eventbrite.com/e/shenson-salons-larry-dunn-anne-carol-mitchell-cmc-songwriters-tickets-105439550534?aff=ebdssbonlinesearch
100,"Songs of Love: Lost and Found (Wednesday, 7:30pm)",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102267046%2F444859377056%2F1%2Foriginal.20200530-233423?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1630%2C815&s=3025ae72de130087f8379440e6b2b1d4,"Wed, Jun 3, 2020 5:30 PM MDT",https://www.eventbrite.com/e/songs-of-love-lost-and-found-wednesday-730pm-tickets-107248455016?aff=ebdssbonlinesearch
101,"Songs of Love: Lost and Found (Friday, 7:30pm)",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102267056%2F444859377056%2F1%2Foriginal.20200530-233457?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1630%2C815&s=a4e63c108ef172e1c0f04a878e3afcb3,"Fri, Jun 5, 2020 5:30 PM MDT",https://www.eventbrite.com/e/songs-of-love-lost-and-found-friday-730pm-tickets-107248681694?aff=ebdssbonlinesearch
102,Next Fest Connects: A Conversation With Composer & Pianist Vijay Iyer,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102039718%2F134612038128%2F1%2Foriginal.20200528-022908?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=4%2C0%2C1192%2C596&s=3bbced65c7c2d5b6746f82aea578b425,"Tue, Jun 9, 2020 4:00 PM MDT",https://www.eventbrite.com/e/next-fest-connects-a-conversation-with-composer-pianist-vijay-iyer-tickets-107023935472?aff=ebdssbonlinesearch
103,Mary Flower,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101659312%2F1305399275%2F1%2Foriginal.20200522-212856?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e46397bf18118fb5f9020cc0eb4bd8f4,"Wed, Jun 17, 2020 5:00 PM MDT",https://www.eventbrite.com/e/mary-flower-registration-106216793288?aff=ebdssbonlinesearch
104,Breakfast Can Wait: A {Digital} Prince Brunch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102215270%2F434886121560%2F1%2Foriginal.20200511-213140?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2000%2C1000&s=d112cefbfa0592b598608f29bfb7fca0,"Sun, Jun 7, 2020 12:00 PM MDT",https://www.eventbrite.com/e/breakfast-can-wait-a-digital-prince-brunch-tickets-106435423216?aff=ebdssbonlinesearch
105,"Deep Cuts Music Trivia XI - DECADE ROUNDS 60's, 70's & 80's",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100030804%2F369635402587%2F1%2Foriginal.20200502-144644?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c254e56b70e929a870cf724bcd85140d,"Wed, Jun 3, 2020 8:00 PM MDT",https://www.eventbrite.com/e/deep-cuts-music-trivia-xi-decade-rounds-60s-70s-80s-tickets-107278994360?aff=ebdssbonlinesearch
106,The Ultimate Music Release  Workshop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97933388%2F310642014452%2F1%2Foriginal.20200403-103711?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=17%2C0%2C2004%2C1002&s=12fe3fbe14d65f1098e2c475cb7a75af,"Wed, Jun 3, 2020 5:30 PM MDT",https://www.eventbrite.com/e/the-ultimate-music-release-workshop-tickets-104196259818?aff=ebdssbonlinesearch
107,Luna Legacy presents: SAY NO MORE ONLINE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102210218%2F231633458065%2F1%2Foriginal.20200529-202637?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C241%2C1438%2C719&s=293a185b9b25de4c5859b52dc5bdfde9,"Sun, Jun 7, 2020 12:00 PM MDT + 3 more events",https://www.eventbrite.co.uk/e/luna-legacy-presents-say-no-more-online-tickets-101880886474?aff=ebdssbonlinesearch
108,Preserving of Brooklyn’s Jazz legacy: Linking Lost Jazz Shrines Panel,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102266834%2F170398673218%2F1%2Foriginal.20200530-233008?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c98680fe6cb7dffe8657145f5ede1e32,"Wed, Jun 10, 2020 2:00 PM MDT",https://www.eventbrite.com/e/preserving-of-brooklyns-jazz-legacy-linking-lost-jazz-shrines-panel-tickets-107268623340?aff=ebdssbonlinesearch
109,Nostalgia Dance Party - Self Love Club at Home,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101937230%2F266851055581%2F1%2Foriginal.20200527-024335?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C88%2C4322%2C2161&s=f6e3cd7f84f8ecbe751cf149edd2a5f8,"Wed, Jun 3, 2020 6:00 PM MDT",https://www.eventbrite.ca/e/nostalgia-dance-party-self-love-club-at-home-tickets-107384702536?aff=ebdssbonlinesearch
110,VMDO Virtual Networking Breakfasts - Crunching the Numbers,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101185236%2F328201722967%2F1%2Foriginal.20200508-183640?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=1174fe13a55a482fe01dcd54024b8ced,"Tue, Jun 9, 2020 5:00 PM MDT",https://www.eventbrite.com.au/e/vmdo-virtual-networking-breakfasts-crunching-the-numbers-tickets-106869024128?aff=ebdssbonlinesearch
111,Virtual Community Salon: Volume 6,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101155580%2F3358207041%2F1%2Foriginal.20200516-195810?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=d5d76ee4b088dd4fc52c80429a9dd681,"Fri, Jun 5, 2020 5:30 PM MDT",https://www.eventbrite.com/e/virtual-community-salon-volume-6-tickets-105701620392?aff=ebdssbonlinesearch
